,Name,account_url,bio,post_desc,post_img
140,Augustine J Wincent,https://www.linkedin.com/in/augustine-j-wincent-9b630223?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAATZpxoBw97oeYg3O2U-58rksH6_jHZqu6A,Circular Economy I Waste Management I Plastics Recycling I Machine Tools I Automotive Industry I Industrial Automation I Digital Marketing,"2 days to go!

Preparations are in full swing for the India's leading trade fair for #water , , and technologies.

Visit and be a part of the biggest event in the Indian .

Hurry! Register now :  to attend the show and conference, scheduled from 28 - 30 Sept 2022 at , Mumbai.",https://media.licdn.com/dms/image/C4D22AQGQ_1xEoUu3dg/feedshare-shrink_800/0/1664186082589?e=1683158400&v=beta&t=zThcNvZ8knCsGLc8QG1MQKfplbOju79WnXl9gOLiOAM
141,Rahul V Podaar,https://www.linkedin.com/in/rahulpodaar?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAC7DBy0B-jXmjJHvJBekIpTFN2ysqaspeQI,Managing Director at The Shakti Plastic Industries,"Today Shree Narendra Modi, Prime Minister of India inaugrated IDF World Dairy Summit 2022, and The Shakti Plastic Industries is participating with our stall in Hall 1.

I gave an interview to DD National today at Summit in Greater Noida. and Had the opportunity to convey the message that how plastic waste recycling process can be a value addition in and .

Elbaborated the recyling work undertaken by The Shakti Plastic Industries which adds value to the Plastic Waste by converting it to recycled products like Crates, Pallets, etc.

These products are evolutionary as they do not only make commercial value but also reduces environment pollution.

Come visit our stall at IDF World Dairy Summit 2022.

Our team is waiting eagerly for your presence",https://media.licdn.com/dms/image/C4D22AQHecPvkDhyTww/feedshare-shrink_800/0/1662987656696?e=1683158400&v=beta&t=SPWQbS4-KXM1OhbwF_PY0gaYcPHwH2Oq5NuE5Tyu-GQ
142,Kaushik Chandrasekhar,https://www.linkedin.com/in/kaushikchandrasekhar?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAATBiw4BA0RYm-zCXHtC7_dUJq_qd0ZeA_s,Marine Litter | United Nations Environment Programme (UNEP),Presented the current EPR framework on plastic waste and how municipalities can play a role in improving the same in an event by UN Environment Programme at Agra Nagar Nigam. There is so much scope for capacity building especially on the latest SUP phase out and EPR at the city level.,https://media.licdn.com/dms/image/C5622AQHJT3IwEjlTrg/feedshare-shrink_800/0/1662818395095?e=1683158400&v=beta&t=Lu4Pdq8OqOtar2FW0Zc7l_9IYQVOl1rBvu459c69_Rg
143,Andrew Almack,https://www.linkedin.com/in/andrewalmack?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAcQLsQBW-4tsWoqyCLcPzfuT38eLmSqRCY,CEO at Plastics For Change ( We're hiring! ),"""It is time for these companies to internalise the true cost of their production and invest in sustainable systems.”",
144,Karan Thakkar,https://www.linkedin.com/in/karanthakkar?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAGKuYgBsn_Wx1hAvE0BJevsmAsfKtmoRuI,"Your Sustainability Partner, Recycler, Shaping Indias Waste Management, Circular Economy Scenario","New Ewaste Rules have been notified. E-waste now includes Solar Panels also. Our efforts with NITI Aayog to create a circular economy are showing results.

Many New Categories are now added and rightly so. For any queries you can write to me directly at

Ethical Ewaste Recycling",https://media.licdn.com/dms/image/C4D22AQGBo5pxUSjfXg/feedshare-shrink_800/0/1667821036953?e=1683158400&v=beta&t=rSZoJgTpaBOSZGMkdGSTQGB-XCWEzaRWtarx4Y8nss8
145,SHASHIDHAR MADARKHANDI,https://www.linkedin.com/in/shashidhar-madarkhandi-2a0948a?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAHrR5gB08qHGfYUi32IAJZK3edlWk-4sTc,Founder & CEO - GSM PLASTIC INDUSTRIES,"r PET Pellets ( For Preforms, Sheet, Monofilament etc)
#Circular Economy #epr",https://media.licdn.com/dms/image/C5622AQH_vxKPb2Xk5A/feedshare-shrink_2048_1536/0/1675998403187?e=1683158400&v=beta&t=avtpmvZ323k-RhY0Qo-lS8go8LN5XHO7t7xel2r0XWU
146,Rahul V Podaar,https://www.linkedin.com/in/rahulpodaar?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAC7DBy0B-jXmjJHvJBekIpTFN2ysqaspeQI,Managing Director at The Shakti Plastic Industries,"Yesterday, the CPCB launched the EPR Portal for Plastic Packaging.

The EPR Portal for Plastic Packaging provides provision for registration of PIBOs/ PWPS in accordance with the notified EPR Guidelines. The portal will help in improving accountability, traceability and transparency of fulfilment of EPR Obligations. The portal is planned to have seven modules, which allows registration of PWPs and PIBOs, issue certificates by PWPs & exchange of credits, allows real-time monitoring of transactions between PIBOs and PWPs, allows levy of environmental compensation and provides system generated reports and facilitates filing of annual returns for the stakeholders.

Portal Link:

You can also calculate EPR Liability at:",
147,Ramani Mani,https://www.linkedin.com/in/ramani-mani-6a27a142?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAkD6JoBR5E_AEyXwy9dRU0ATc6oJLXja-U,"Founder & MD of the Mani Group of Companies {Mani Sales (Bangalore), Load Controls India Pvt. Ltd . & Modutec Ready Panels Pvt. Ltd.}","Do it yourself - DIY - Flat Pack rules!

IKEA has expanded to Bengaluru about two weeks ago. Their success is the talk of the town. I’m personally hugely inspired by the concept IKEA has conceived & consistently follow. 😇

At the heart of their strategy is the concept of do-it-yourself (DIY), which means buyers have to assemble different pieces of the product themselves. The 'flat packs' design helps the retailer to sell them at lower prices, making the offers affordable! 💵

At Modutec too, we believe in this DIY concept by which we supply affordable, flat pack, modular switchboard enclosure systems which our Panel Partners, globally, then assemble these at their factory in line with their custom requirements! 🪡

Electrical Distribution now needs to catch up with the enhanced Generation & the only way is to get faster at Panel Building 💨

Welded methods only make us laggards and complicate the scaling potential of our PB Business 🧑‍💼👩‍💼

Trends have to be noticed, transformation has to happen or we could end up like a Kodak or a Blackberry! 📉

Get Asset Light, Focus on Electricals & outsource the Mechanicals to the experts. That way more value gets added to your Customers & profitable growth invariably proceeds! 📈

Do check out my latest article on this subject in EPR magazine. It’s better sooner than later! Simplifying Panel Building is the name of the game! 🎯",https://media.licdn.com/dms/image/C4D22AQEfbhEr2SuIVQ/feedshare-shrink_800/0/1657041421679?e=1683158400&v=beta&t=zOm0rGuJUQnTDnaSNDbFqcbpQ1b7FZAHBiFefL2gqqU
148,Ashwin Garg,https://www.linkedin.com/in/ashwin-garg-41a21b105?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABqNBZYBqWcLavN_pI97D6ryyQ0BvGVKsRs,M.Tech | MNIT JAIPUR | Thermal Engineer | Mechanical Engineer | Overseas Experience | Autodesk Design Solutions | PET Bottle Recycling | Solid Waste Management | EPR | Circular Economy | Traveler | Atheist |,"Dear Connections,

I am looking for a job opportunity in a PET bottle recycling plant in India as well as overseas. I am also available for the other opportunities in plastic recycling, solid waste management, and EPR.
I would appreciate your support. Thank you in advance for any connections, advice, or opportunities you can offer.


         ",
149,Deeksha Kumar,https://www.linkedin.com/in/deeksha-kumar2020?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAB_D5CcBfVU31tF_jRIZS2C-Pc3PJTKWgHM,EPR Specialist at Karo Sambhav | Circular Economy | British Council GREAT Scholar 2019,"Karo Sambhav is expanding and we would love for you to join us! If you would like to be a part of a team that is creating grassroot impact then Karo Sambhav is the place for you.

Send your updated CV to",
150,Akshaya Rath,https://www.linkedin.com/in/akshayarath?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAACoJGMBjd2zp0HsSBAYsd865sSMYSZDvpM,Co-founder & CEO - Ecoex,"We are again encouraged by one more media house ""The Better India"" and it further boosts our confidence to achieve the set goals going forward. Thanks Better India. EcoEx",
151,Deepak Asthana,https://www.linkedin.com/in/deepak-asthana-0303a473?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAA-KmSQBMeltk2Tz3_CaOOvVAOfCYpIdIzw,Assistant Professor,"Our work (from postdoctoral lab) gets featured in ""Chemistry World: Chemistry News, Research and Opinions""

Link to the story:",
152,Prathik Ethilkandy,https://www.linkedin.com/in/prathik-ethilkandy?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABIRbbMBlmK6444cGHwC8A_q-T9XJpgZsOU,Environmental Analyst - #WasteManagement #ESG #LCA #EIA #EPR,"Looking for intership in Waste Management sector ?
#wastemanagement #intershipopportunity #plasticwaste #epr #saahaszerowaste #swachhbharatmission #greenjobsindia",
153,Hardika surendran,https://www.linkedin.com/in/hardika-surendran-974330106?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABq-vGgBuJ6u1RpoTR7dqqGW5ylxHNUd3pQ,Waste Management & Transformation ♻ | Making Brands go Zero Waste to Landfill | SaaS - EPR | Sustainability & Circular Economy | Sustainability coordinator at Infinite CercleX,"I’m happy to share that I’m starting a new position as Sustainability Coordinator at Infinite Cercle (Cercle X)!
#sustainability #epr #circularity #circulareconomy",
154,Bineesha Payattati,https://www.linkedin.com/in/bineesha-p?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADLZW1wB4nnEpX-Vfk7DBWc9djccnkXoyi8,Member- Technology Development Board | GoI Member- ECC | The Office of the PSA | Consultant with InvestIndia | Executive Director- IIWM,"""EPR towards Cattle""
A visit to Hingoniya Goshala near Jaipur presented two paradoxes to me: 1. An extremely good Bio-CNG plant which uses Cow dung as feed from the 14500 cattle being rehabilitated in the Goshala. This Bio CNG supplies fuel to several industries and Akshayapatra midday meal kitchens which feed many students 2. These are the same cattle (95% of them) who have ended up in this Goshala due to the indiscriminate garbage disposal by humans. Yes, these cattle end up eating plastics from mixed, unsegregated waste leading to 'Rumen impaction' and “ Non penetrating Foreign Body Syndrome”. Over a period of time, these plastic materials make large tight balls inside the rumen leading to anorexia, decreased milk production and progressive loss of body mass.

The sight of these animals with surgical scars is heart wrenching. In India all life including insects, birds and all animals have a sanctity of its own and violence against these creatures is condemned in many of our scriptures (Hinduism, Jainism and Buddhism). According to the caretakers of Hingoniya, one out of 10 cattle which are brought to these rehabilitation centre dies due to the plastic waste. Rest of them barely survive the surgeries, which remove almost 50-70 kgs of plastics, nails, cables etc, from their stomachs. An estimated five million cows roam India's cities, with many gorging on the vast amounts of plastic litter on the streets. Every Indian is thus responsible for atleast one Gohathya in our lifetime.",https://media.licdn.com/dms/image/C5622AQHMS-uEItZ3fQ/feedshare-shrink_800/0/1662998786618?e=1683158400&v=beta&t=A4VaKzHSSfz4zNkqp8qo-wtE4IPkKPHS1ZWLh6k12Tk
155,"Dipil Vasu, Safety Management Specialist(BCSP)",https://www.linkedin.com/in/dipilkumarvasu?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAU0vkEBxlnZitqTvLDU9enuU2BeqTYGukU,Director & Lead Consultant at TeamTech Environment Health and Safety Private Limited,"Battery Waste Management Rules, 2022 notified by the Ministry of Environment, Forest and Climate Change, Government of India yesterday (24th August 2022). New rules will replace the Batteries (Management and Handling) Rules, 2001.

The rules cover all types of batteries, viz. Electric Vehicle (EV) batteries, portable batteries, automotive batteries, and industrial batteries. This is big news as our country is gearing up for the production of EVs and none of the existing laws was covering the management of Lithium Iron battery waste.

The rules function based on the concept of Extended Producer Responsibility (EPR) where the producers (including importers) of batteries are responsible for the collection and recycling/refurbishment of waste batteries and the use of recovered materials from wastes into new batteries.

EPR mandates that all waste batteries to be collected and sent for recycling/refurbishment, and its prohibits disposal in landfills and incineration. To meet the EPR obligations, producers may engage themselves or authorise any other entity for collection, recycling or refurbishment of waste batteries.

On the principle of Polluter Pays Principle, environmental compensation will be imposed for non-fulfilment of Extended Producer Responsibility targets, responsibilities and obligations set out in the rules.

We have recently completed a Phase I Environmental Site Assessment (ESA) with EHS Compliance including Evaluating Electric Vehicle (EV) Battery Charging Station Specifications based on National & International Codes & Standards. Our EV Experts have worked with various leading players in the EV segment.

Please feel free to reach out to us on Environment Health Safety Sustainability and Social (EHSS&S), ESG, PSM, Loss Prevention & EV domain consulting needs. We are happy to support you with a smile.
 ",
156,Vidya Bhooshan Singh,https://www.linkedin.com/in/vidya-bhooshan-singh-90a35026?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAVj3hoBljayWRZChv3wvr6zlDkTNr-W0Rw,Project Officer- Informal Sector(National level) | Plastic Waste Recycling Management Project | #Ex_UNDP | #Circular_Economy | Research | EPR | PWM | Expert Plastic Recycling and Waste Management |,"Exposure visit of the #Baster Team !
Honorable Mayor, Jagdalpur, Baster, CEO Zila Panchayat and Municipal Commissioner Jagdalpur, Baster along with other senior officials along with Rural and Urban SBM team have visited to the Bhubaneshwar Municipal Corporation to learn and understand the decentralised model of waste management. Great experience to facilitated the exposure and conduct the cross learning dianlagues between the Honorable Mayor and Commissioner of .
They have shared that how the political willpower and officials dedications have made it possible to ensure source segregation at door step and get better quality of waste in .
They all have seen the pure form of the segregated waste which is very rare to get it in municipal vehicles in majority of the cities.
It was great experience to listen Mayor BMC about the community engagement and awareness intencity for the waste management also very inspired to see the women self-help group members managing the MRF CENTERS.
THANKS to all atakeholders for the great support to execute it.",https://media.licdn.com/dms/image/C4D22AQForDC8XhDRRw/feedshare-shrink_800/0/1673977562503?e=1683158400&v=beta&t=2JTyo_ZgCDHFoy9r_v3qJ5yhMJ09SGHteLEvxqgt27I
157,Ravi Singh,https://www.linkedin.com/in/ravi-singh-37a92b169?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACguqk4BrH7PHasJoYaXt1bVpI-9h1OVIOc,Regional Supply Chain Manager at Landbell Group,I'm happy to share that I'm starting a new position as Regional Supply Chain Manager at Landbell Group #circulareconomy #epr #ewaste,
158,Aastika Mathur,https://www.linkedin.com/in/aastika-mathur-?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACpuzBAB84nOkx0ejXPOd5GjrMFzo_1vacE,Talent Acquisition Specialist,"We are looking for Specialist!
#EPR #PRO #environment #MSW #gurugramjobs",
159,Renu Dhaka,https://www.linkedin.com/in/irenudhaka?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADf0HaQBE-USqp-4E6RT1mdNs4W2_HAc8jQ,EPR | Waste Management | Circular Economy,"Hello Connections.
Greetings !! We are hiring for the below profile:

Senior Executive – Operation EPR Certification (E-Waste / P-Waste)

Job Profile
Applying for EPR Certification (E-Waste / P-Waste)
Filing of EPR Annual Return
Coordination With Client

Required Knowledge:
Understanding of EPR Certification & Return Filing
Understanding of CPCB Portal

Experience:
2-4 years in the same field

Qualification
or Graduate",
160,Chakravarthi AVPS,https://www.linkedin.com/in/chakravarthi-avps-99925614?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAALiWwUBOX3w-SLxBQu2EI1Jo4sp-5DxClM,Global Ambassador - World Packaging Organisation,"The day of marathon meet,

Because it is Sustsinability & Save food.

Thanks for leading from the front and for mentoring as always.

It’s heartening to have participation from all the continents at WPO

                                        ",https://media.licdn.com/dms/image/C5622AQErVpB3o8dhNg/feedshare-shrink_800/0/1665612327991?e=1683158400&v=beta&t=DiSbMECsFNLvJa6WrtbtxwoojLz-37SkQfX1H5vczvo
161,Dr Indrajit Ghosh,https://www.linkedin.com/in/dr-indrajit-ghosh-52305846?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAmeLesB5hRT6-_uobmdX2lO9vG8J5j61mg,Global Chairman- MSME Chamber of Commerce And Industry of India Chairman Environment & Climate Change Committee-ICMEI,"Our meeting with Mr Jeevaraj Pillai Jt President Uflex at Uflex Noida office with the European Delegation on 8th April.
Ashok Chaturvedi | Jeevaraj Pillai | Pankaj Rastogi (Ind. Director) Pankaj Poddar | | | |
| | | | | | | | | | |
| | | | | | | |
|
# #",https://media.licdn.com/dms/image/C4D22AQHy7W6_WD9uHg/feedshare-shrink_800/0/1649481488844?e=1683158400&v=beta&t=Nk3lEA1NyzhJVYP5999lPqin1efH83dafiisqtQmcFw
162,Circular Economy Solutions,https://www.linkedin.com/in/circular-economy-solutions-397779236?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADrYqeMBuarngQ0FrPDqflqDDptItc-ZhtA,Circular Economy Solutions Preventing Marine Litter in Ecosystems Project | Implemented by GIZ India in #Kerala #TamilNadu and #UttarPradesh.,"Join us for the Training workshop on “Extended Producer Responsibility (EPR) in Plastics and Packaging Waste in India”!

This workshop will bring together key experts from the public & private sector including the State Environment Department, Government of Tamil Nadu, Tamil Nadu Pollution Control Board, Tamil Nadu Green Climate Company, GIZ India, FICCI & other key industry experts for sessions on supporting India’s national policy framework on with focus on Policy implementation, compliance, Key actors & Stakeholder mapping in the state of .

Date: 26 July 2022
Time: 10:00-14:00 IST
Venue: Hotel Taj Club house, Chennai

Registration is free, limited seats available. Click here to register: .

For queries on workshop participation, contact:
Ms. Tanya Khanna | +91 9711426177 |
Ms. Preetha J | +91 9840667585 |



, , , ,",
163,Magesh Iyer,https://www.linkedin.com/in/magesh-iyer-821279101?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABnYoFkB7d5_UhBOPDnAtc6V5Lh8FfUXhuw,investment banking | infrastructure bd | m&a,"EPR - Extended Producer's Responsibility
Is your organization practising it?

Here's a proposal for you

I have a Waste-To-Eco-friendly Products Mfg Startup (Pre-Revenue)

They want seed capital of about $250,000

As a Corporate with EPR Protocols, how about funding the Startup and recycle your waste or simply take equivalent Carbon Credit for your books in perpetuity?

Typical Waste Inputs:
PP, PET, PE, PS, LDPE, HDPE , MLP - typically used in sachet of shampoos, packing of Chips / Biscuits or bottles of Hair oil, etc

Mfg Output:
Eco-friendly Boards 4X better than standard Plywood.
Ideally used in furniture, palettes for logistics and transportation, shuttering in construction industry
(more carbon footprint reduced across industries)

If it rings a bell, let's connect and explore",https://media.licdn.com/dms/image/C4D22AQHhetDI7KNUCg/feedshare-shrink_2048_1536/0/1674531462106?e=1683158400&v=beta&t=LwBcyEADttzg0pgL98p1CF8oEVY6lTN8f5rk8sy4t5E
164,Augustine J Wincent,https://www.linkedin.com/in/augustine-j-wincent-9b630223?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAATZpxoBw97oeYg3O2U-58rksH6_jHZqu6A,Circular Economy I Waste Management I Plastics Recycling I Machine Tools I Automotive Industry I Industrial Automation I Digital Marketing,"Chai pe Charcha!

#meaningfulhandshakes with Surojit Bose Head Sustainability Hindustan Coca-Cola Beverages Pvt Ltd.",https://media.licdn.com/dms/image/C4D22AQHzuVXAOhRPqw/feedshare-shrink_800/0/1661594014866?e=1683158400&v=beta&t=W0yPdfIvpYfh_sfUAD1nZm-MN9uvFSDxku7WH3WFLLg
165,Manik Thapar,https://www.linkedin.com/in/manikthapar?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAADRib8Br0iwFboQjV04qgYwnNQFFB2hz_4,Trash Talker: Chairman of Garbage: Eco Wise Waste Management,"Collection to Processing: Eco-Wise Waste Management Pvt. Ltd.

👉 National Presence

👉 Traceable & Transparent Process

👉 One Company, multiple solutions

Your Waste, Our Business!",
166,Dr Indrajit Ghosh,https://www.linkedin.com/in/dr-indrajit-ghosh-52305846?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAmeLesB5hRT6-_uobmdX2lO9vG8J5j61mg,Global Chairman- MSME Chamber of Commerce And Industry of India Chairman Environment & Climate Change Committee-ICMEI,"Ashok Chaturvedi | Jeevaraj Pillai I #Sunilkumarhenkel Pankaj Rastogi (Ind. Director) Pankaj Poddar | Jagmohan Mongia | AJAY GUPTA | Chandrakantha Rao Inna
| | | | | | | | | | |
| | | | | | | |
|
#



, , , , , , , , , .",
167,Shailesh Shinde,https://www.linkedin.com/in/shailesh-shinde-092b2116?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAANejS4BLteJdinN4hiv3hobT5VRWtpksck,Plastic Waste Management | Recycling | EPR | Trading of Plastic Scrap | Circular Economy | Zero Waste,"The current CPCB EPR Web portal is practically a non-starter for Producers. As per the PWM Amendment of Feb 2022, the liability of the producer will be calculated by subtracting the quantities sold to Registered Brand Owners.
However, the portal (Question 8 C in Part C) provides only a drop-down menu from which the producers have to choose their brand owners. There is no option to type the name of the Brand Owner.
This means the producer will have to wait till all of his brand owners have taken the registration through the new portal. This is a potential deadlock. The brand owner, being at the top of the value chain, can force the entities downstream to get the registration however the vendors cannot force their brand owners for the same. So the producers get caught at the mercy of various Brand Owners leading to a scenario of . The system has created unnecessary uncertainty for producers.",
168,Dr. Bipin Kumar Rai,https://www.linkedin.com/in/dr-bipin-kumar-rai-575b56b?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAIgtKkBLTCMpa3NtPImL8OJyprxsR_Tmik,"Head of Environment Protection, Safety, Health, Security and Loss Prevention at Continental India (Tyres)",#circulareconomy #designforenvironment #moefcc #cpcb #elt #epr #extendedproducerresponsibility #lifecycleassessment #endoflifetire #continental #tyrerecycling #environmentalcompliance #wastetyre,
169,Sameeran Purohit,https://www.linkedin.com/in/sameeran-purohit-b2513197?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABR8fA0BH7yeW1Itduq3jy4h_MkOV-FoQLY,"Passion driven environmentalist with experience in Contaminated site management, Wastewater treatment , ESA, Environmental and sustainability reporting, Impact reporting, Sustainability (CSDB, GRI framework)","Hey Everyone,

I am kind of caught between a rock and a hard place.
Need a little help understanding and charting a good career path

I am an environmental engineer with 3 years of experience in the field of wastewater treatment and an year's worth of experience in the field of Contaminated site management as an assistant consultant with ERM.

I quit ERM due to COVID and pursued and completed my Masters in environmental engineering program from PDEU Gandhinagar which has now come to an end.

The issue I face now is that I want to work in the field of ESG, Climate change and Sustainability and am completely blank as to what doors to knock and if there even is an entry level job pertaining to the field.

Any help or suggestion would be mightily appreciated",
170,Augustine J Wincent,https://www.linkedin.com/in/augustine-j-wincent-9b630223?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAATZpxoBw97oeYg3O2U-58rksH6_jHZqu6A,Circular Economy I Waste Management I Plastics Recycling I Machine Tools I Automotive Industry I Industrial Automation I Digital Marketing,"Chai pe Charcha!

What really motivated me today?
Meeting with and in Delhi. has great solutions to reduce the dumping of plastics in the environment. Let us say on a mission 'Zero Waste to Landfill', by creating affordable structural materials like plastic tiles, plastic boards and furniture from the plastic waste and thus creating a better tomorrow for the generations to come.

Dont miss the opportunity to witness such interesting solutions at scheduled from Septtember 28-30, 2022 at , Mumbai. 

       ",https://media.licdn.com/dms/image/C4D22AQHRGv3fmSDwGA/feedshare-shrink_800/0/1657736150712?e=1683158400&v=beta&t=eJ8SO8LcGnSVizElPfcafqSe6tT9bD4TvIhdb8uqWek
171,Dr Indrajit Ghosh,https://www.linkedin.com/in/dr-indrajit-ghosh-52305846?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAmeLesB5hRT6-_uobmdX2lO9vG8J5j61mg,Global Chairman- MSME Chamber of Commerce And Industry of India Chairman Environment & Climate Change Committee-ICMEI,"I was the Chief Guest yesterday invited by Ghaziabad Management Association for their 32nd National Annual Convention "" Redefining Growth- The ESG way"" at The Gaurs Sarovar Patrico hotel Gaur City,Greater Noida.It was a wonderful event.
| | | | | |
| | | | | | | | | | |
| | | | | | | |
|",https://media.licdn.com/dms/image/C4D22AQEImEbX2X6DEA/feedshare-shrink_800/0/1651984431923?e=1683158400&v=beta&t=_W4fqdxbZSu0gJt_pOdoLUuXf2jR0OdI9Sd6dKJEE9w
172,Sumit Mishra,https://www.linkedin.com/in/sumit-mishra-6b3928161?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACbCF-cBogc34elNfkIlYaCaLNeXjHu5BKE,Client Relationship (BD) Waste Management || Sourcing - IT || EPR E-Waste || Tyre EPR || EPR Compliance || Liasoning || Environmental Consulting || Legal Consulting |,"CPCB has launched an online portal for E-waste EPR registration.

Through our #services, you can register as an #EPR registration under stakeholders defined as , , , , and .



#",https://media.licdn.com/dms/image/C4D22AQHP80YcJuCgiQ/feedshare-shrink_800/0/1665999676523?e=1683158400&v=beta&t=kpl8gsgkMBnssoOooRMeaI6qG5b3J_hsUlaVuigK-dE
173,Rahul Nene,https://www.linkedin.com/in/rahul-nene-3ab38815?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAMUtDMBc8lmyRphJsiY1gl5WlKv4TynqTw,"Head - Sustainability at Huhtamaki | Sustainability, ESG |","Experience of working with the latest Plastic Waste Management Rules (Feb 2022) , India- Extended Producers' Responsibility Requirements:

By virtue of the latest couple of organizations I worked for, I got the chance to work on successful registrations of entities across the value chain of plastic packaging - as a brand owner, a producer as well as a processor under the new Platic Waste Management Rules of February 2022.

Credit where it is due, I must say that the and have done a fantastic job in designing and setting up the registration process and having gone through the value chain, from producer to processor, the thought , understanding and logical sense maintained is evident and worth appreciating. Ofcourse, there are indeed some areas of improvement but by and large , it is a job well done.

The speed of approval/responses too has been extremely quick and if the organization has truly understood the essence of the rules, there is no reason why the applications would be unsuccessful.
On the contrary, I feel that the corporates have been left underprepared and illequipped to meet the demands of the laws - in terms of data management as well as understanding. All the rejected registrations indicate this.

The key challenge, as is always the case in India, will be the implementation. None the less, it is an exciting time to be working in this field and I hope that the 2030 vision becomes a reality in true spirit!",
174,Bhumika Puri,https://www.linkedin.com/in/bhumika-puri-03189710b?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABu3mGUB94ep_0LGmwqS9eQ0uqqKsjSu8VE,Consultant - Government and Public Services - KPMG India,"The summary document on ""Single-use plastic alternative solutions"" was released by Ashish Tiwari during the B2B meet to promote single-use plastic alternatives in #UttarPradesh .

The document has put together the selected single-use plastic alternative solutions displayed during the Technology Exhibition, Uttar Pradesh Plastic Waste Management Conclave 2022.

These possible measures are taken by DoEFCC, GoUP and under the ongoing project . As part of team in the project I have got the opportunity to explore Interventions to reduce plastic waste in .",
175,Garima Poonia,https://www.linkedin.com/in/garima-poonia-545a67203?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADPywEUBvfoJH2crV8HYE-DWtthJRu5mzv0,Trash Pirate | Founder- The Kachrewaale Project | Young India Fellow| Island Innovation Ambassador,"In India, there's very little awareness about ocean plastics that land up on our beaches. And when it comes to ocean plastics under the ocean, at coral reef sites or the sea floor, there's even less awareness.

Come join us to see how we are documenting such plastic in the Andamans sea, as part of India's first such program on .

Project by
at Green Communities Foundation, and",
176,Dr Indrajit Ghosh,https://www.linkedin.com/in/dr-indrajit-ghosh-52305846?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAmeLesB5hRT6-_uobmdX2lO9vG8J5j61mg,Global Chairman- MSME Chamber of Commerce And Industry of India Chairman Environment & Climate Change Committee-ICMEI,"Dr Sameer Joshi Treasurer India Plastic Institute & Global Advisory Board Member of MSMECCII on 25th April given his speech in our Global Conference, Asia Greentech Exhibitions and Business Excellence Awards at Vigyan Bhavan New Del

| | | | | |
| | | | | | | | | | |
| | | | | | | |
|",https://media.licdn.com/dms/image/C4D22AQFum_vC37At6g/feedshare-shrink_800/0/1651983750248?e=1683158400&v=beta&t=7JVf7E5_eIpOGgHUm25hIT33-w11VFLmjFPfAW0mRcs
